Zone,Times,InCount,OutCount
Grafton St at M&S,1/28/2014 3:00:00,328,152
Grafton St at M&S,1/28/2014 4:00:00,84,32
Grafton St at M&S,1/28/2014 5:00:00,39,79
Grafton St at M&S,1/28/2014 6:00:00,181,362
Grafton St at M&S,1/28/2014 7:00:00,415,1047
Grafton St at M&S,1/28/2014 8:00:00,1091,2099
Grafton St at M&S,1/28/2014 9:00:00,1014,1649
Grafton St at M&S,1/28/2014 10:00:00,1076,1385
Grafton St at M&S,1/28/2014 11:00:00,1722,1892
Grafton St at M&S,1/28/2014 12:00:00,2359,2459
Grafton St at M&S,1/28/2014 13:00:00,3653,3325
Grafton St at M&S,1/28/2014 14:00:00,2745,2564
Grafton St at M&S,1/28/2014 15:00:00,2638,2498
Grafton St at M&S,1/28/2014 16:00:00,2959,2489
Grafton St at M&S,1/28/2014 17:00:00,2999,2111
Grafton St at M&S,1/28/2014 18:00:00,2204,1924
Grafton St at M&S,1/28/2014 19:00:00,1243,1106
Grafton St at M&S,1/28/2014 20:00:00,659,645
Grafton St at M&S,1/28/2014 21:00:00,718,578
Grafton St at M&S,1/28/2014 22:00:00,569,451
Grafton St at M&S,1/28/2014 23:00:00,407,330
O'Connell Street at Easons,1/28/2014 0:00:00,53,134
O'Connell Street at Easons,1/28/2014 1:00:00,16,66
O'Connell Street at Easons,1/28/2014 2:00:00,18,104
O'Connell Street at Easons,1/28/2014 3:00:00,18,85
O'Connell Street at Easons,1/28/2014 4:00:00,10,30
O'Connell Street at Easons,1/28/2014 5:00:00,72,32
O'Connell Street at Easons,1/28/2014 6:00:00,225,77
O'Connell Street at Easons,1/28/2014 7:00:00,386,327
O'Connell Street at Easons,1/28/2014 8:00:00,621,684
O'Connell Street at Easons,1/28/2014 9:00:00,606,751
O'Connell Street at Easons,1/28/2014 10:00:00,700,810
O'Connell Street at Easons,1/28/2014 11:00:00,845,968
O'Connell Street at Easons,1/28/2014 12:00:00,1077,1252
O'Connell Street at Easons,1/28/2014 13:00:00,1366,1664
O'Connell Street at Easons,1/28/2014 14:00:00,1225,1387
O'Connell Street at Easons,1/28/2014 15:00:00,1282,1431
O'Connell Street at Easons,1/28/2014 16:00:00,1423,1469
O'Connell Street at Easons,1/28/2014 17:00:00,1733,1717
O'Connell Street at Easons,1/28/2014 18:00:00,1338,1500
O'Connell Street at Easons,1/28/2014 19:00:00,879,999
O'Connell Street at Easons,1/28/2014 20:00:00,492,671
O'Connell Street at Easons,1/28/2014 21:00:00,375,661
O'Connell Street at Easons,1/28/2014 22:00:00,291,472
O'Connell Street at Easons,1/28/2014 23:00:00,189,380
Henry Street at Butlers,1/28/2014 0:00:00,38,41
Henry Street at Butlers,1/28/2014 1:00:00,26,20
Henry Street at Butlers,1/28/2014 2:00:00,13,15
Henry Street at Butlers,1/28/2014 3:00:00,52,29
Henry Street at Butlers,1/28/2014 4:00:00,22,29
Henry Street at Butlers,1/28/2014 5:00:00,59,45
Henry Street at Butlers,1/28/2014 6:00:00,125,146
Henry Street at Butlers,1/28/2014 7:00:00,233,435
Henry Street at Butlers,1/28/2014 8:00:00,395,1086
Henry Street at Butlers,1/28/2014 9:00:00,443,1121
Henry Street at Butlers,1/28/2014 10:00:00,590,985
Henry Street at Butlers,1/28/2014 11:00:00,952,1316
Henry Street at Butlers,1/28/2014 12:00:00,1583,1948
Henry Street at Butlers,1/28/2014 13:00:00,2168,2480
Henry Street at Butlers,1/28/2014 14:00:00,1961,2052
Henry Street at Butlers,1/28/2014 15:00:00,1954,2133
Henry Street at Butlers,1/28/2014 16:00:00,1895,1801
Henry Street at Butlers,1/28/2014 17:00:00,2247,2095
Henry Street at Butlers,1/28/2014 18:00:00,1842,1275
Henry Street at Butlers,1/28/2014 19:00:00,1000,660
Henry Street at Butlers,1/28/2014 20:00:00,376,347
Henry Street at Butlers,1/28/2014 21:00:00,201,200
Henry Street at Butlers,1/28/2014 22:00:00,131,112
Henry Street at Butlers,1/28/2014 23:00:00,128,91
South William St,1/28/2014 0:00:00,15,12
South William St,1/28/2014 1:00:00,8,8
South William St,1/28/2014 2:00:00,5,1
South William St,1/28/2014 3:00:00,3,6
South William St,1/28/2014 4:00:00,0,6
South William St,1/28/2014 5:00:00,3,3
South William St,1/28/2014 6:00:00,5,21
South William St,1/28/2014 7:00:00,26,77
South William St,1/28/2014 8:00:00,75,236
South William St,1/28/2014 9:00:00,101,221
South William St,1/28/2014 10:00:00,112,179
South William St,1/28/2014 11:00:00,150,187
South William St,1/28/2014 12:00:00,210,289
South William St,1/28/2014 13:00:00,278,372
South William St,1/28/2014 14:00:00,242,278
South William St,1/28/2014 15:00:00,245,229
South William St,1/28/2014 16:00:00,262,281
South William St,1/28/2014 17:00:00,344,324
South William St,1/28/2014 18:00:00,224,284
South William St,1/28/2014 19:00:00,187,174
South William St,1/28/2014 20:00:00,141,98
South William St,1/28/2014 21:00:00,120,100
South William St,1/28/2014 22:00:00,72,48
South William St,1/28/2014 23:00:00,57,97
Dublin BID,1/29/2014 0:00:00,100,146
Dublin BID,1/29/2014 1:00:00,34,58
Dublin BID,1/29/2014 2:00:00,8,44
Dublin BID,1/29/2014 3:00:00,8,28
Dublin BID,1/29/2014 4:00:00,8,23
Dublin BID,1/29/2014 5:00:00,29,14
Dublin BID,1/29/2014 6:00:00,166,44
Dublin BID,1/29/2014 7:00:00,662,279
Dublin BID,1/29/2014 8:00:00,930,430
Dublin BID,1/29/2014 9:00:00,874,591
Dublin BID,1/29/2014 10:00:00,1022,716
Dublin BID,1/29/2014 11:00:00,1125,816
Dublin BID,1/29/2014 12:00:00,1326,979
Dublin BID,1/29/2014 13:00:00,1567,1128
Dublin BID,1/29/2014 14:00:00,1574,1149
Dublin BID,1/29/2014 15:00:00,1505,1007
Dublin BID,1/29/2014 16:00:00,1650,1061
Dublin BID,1/29/2014 17:00:00,1628,1116
Dublin BID,1/29/2014 18:00:00,1802,1098
Dublin BID,1/29/2014 19:00:00,1085,754
Dublin BID,1/29/2014 20:00:00,721,530
Dublin BID,1/29/2014 21:00:00,487,415
Dublin BID,1/29/2014 22:00:00,464,376
Dublin BID,1/29/2014 23:00:00,252,229
South King St,1/29/2014 0:00:00,91,98
South King St,1/29/2014 1:00:00,27,33
South King St,1/29/2014 2:00:00,16,32
South King St,1/29/2014 3:00:00,14,20
South King St,1/29/2014 4:00:00,9,18
South King St,1/29/2014 5:00:00,28,7
South King St,1/29/2014 6:00:00,147,86
South King St,1/29/2014 7:00:00,340,260
South King St,1/29/2014 8:00:00,694,752
South King St,1/29/2014 9:00:00,336,511
South King St,1/29/2014 10:00:00,317,383
South King St,1/29/2014 11:00:00,345,385
South King St,1/29/2014 12:00:00,277,346
South King St,1/29/2014 13:00:00,177,304
South King St,1/29/2014 14:00:00,454,543
South King St,1/29/2014 15:00:00,624,568
South King St,1/29/2014 16:00:00,774,742
South King St,1/29/2014 17:00:00,1194,1283
South King St,1/29/2014 18:00:00,1061,1190
South King St,1/29/2014 19:00:00,809,698
South King St,1/29/2014 20:00:00,385,351
South King St,1/29/2014 21:00:00,324,498
South King St,1/29/2014 22:00:00,232,236
South King St,1/29/2014 23:00:00,175,190
South Great Georges,1/29/2014 0:00:00,73,60
South Great Georges,1/29/2014 1:00:00,47,47
South Great Georges,1/29/2014 2:00:00,43,21
South Great Georges,1/29/2014 3:00:00,21,11
South Great Georges,1/29/2014 4:00:00,16,10
South Great Georges,1/29/2014 5:00:00,9,17
South Great Georges,1/29/2014 6:00:00,26,27
South Great Georges,1/29/2014 7:00:00,86,182
South Great Georges,1/29/2014 8:00:00,331,537
South Great Georges,1/29/2014 9:00:00,366,479
South Great Georges,1/29/2014 10:00:00,311,396
South Great Georges,1/29/2014 11:00:00,443,499
South Great Georges,1/29/2014 12:00:00,540,605
South Great Georges,1/29/2014 13:00:00,787,858
South Great Georges,1/29/2014 14:00:00,659,690
South Great Georges,1/29/2014 15:00:00,595,606
South Great Georges,1/29/2014 16:00:00,661,650
South Great Georges,1/29/2014 17:00:00,814,811
South Great Georges,1/29/2014 18:00:00,659,833
South Great Georges,1/29/2014 19:00:00,536,730
South Great Georges,1/29/2014 20:00:00,408,581
South Great Georges,1/29/2014 21:00:00,370,603
South Great Georges,1/29/2014 22:00:00,194,339
South Great Georges,1/29/2014 23:00:00,210,244
Talbot St,1/29/2014 0:00:00,15,50
Talbot St,1/29/2014 1:00:00,16,30
Talbot St,1/29/2014 2:00:00,12,21
Talbot St,1/29/2014 3:00:00,6,14
Talbot St,1/29/2014 4:00:00,6,20
Talbot St,1/29/2014 5:00:00,20,9
Talbot St,1/29/2014 6:00:00,130,118
Talbot St,1/29/2014 7:00:00,679,391
Talbot St,1/29/2014 8:00:00,756,452
Talbot St,1/29/2014 9:00:00,425,350
Talbot St,1/29/2014 10:00:00,415,322
Talbot St,1/29/2014 11:00:00,347,413
Talbot St,1/29/2014 12:00:00,473,564
Talbot St,1/29/2014 13:00:00,607,802
Talbot St,1/29/2014 14:00:00,429,651
Talbot St,1/29/2014 15:00:00,395,674
Talbot St,1/29/2014 16:00:00,406,713
Talbot St,1/29/2014 17:00:00,1008,1143
Talbot St,1/29/2014 18:00:00,1062,1238
Talbot St,1/29/2014 19:00:00,738,862
Talbot St,1/29/2014 20:00:00,635,603
Talbot St,1/29/2014 21:00:00,370,444
Talbot St,1/29/2014 22:00:00,53,189
Talbot St,1/29/2014 23:00:00,57,126
Mary St,1/29/2014 0:00:00,30,19
Mary St,1/29/2014 1:00:00,8,6
Mary St,1/29/2014 2:00:00,5,3
Mary St,1/29/2014 3:00:00,11,8
Mary St,1/29/2014 4:00:00,17,6
Mary St,1/29/2014 5:00:00,36,20
Mary St,1/29/2014 6:00:00,39,56
Mary St,1/29/2014 7:00:00,132,100
Mary St,1/29/2014 8:00:00,373,265
Mary St,1/29/2014 9:00:00,415,321
Mary St,1/29/2014 10:00:00,592,541
Mary St,1/29/2014 11:00:00,0,0
Mary St,1/29/2014 12:00:00,1774,1596
Mary St,1/29/2014 13:00:00,1531,1480
Mary St,1/29/2014 14:00:00,1113,975
Mary St,1/29/2014 15:00:00,1187,1065
Mary St,1/29/2014 16:00:00,1324,1249
Mary St,1/29/2014 17:00:00,1291,1207
Mary St,1/29/2014 18:00:00,1268,994
Mary St,1/29/2014 19:00:00,546,475
Mary St,1/29/2014 20:00:00,219,213
Mary St,1/29/2014 21:00:00,95,95
Mary St,1/29/2014 22:00:00,104,84
Mary St,1/29/2014 23:00:00,70,54
Moore St,1/29/2014 0:00:00,18,35
Moore St,1/29/2014 1:00:00,10,9
Moore St,1/29/2014 2:00:00,11,20
Moore St,1/29/2014 3:00:00,39,20
Moore St,1/29/2014 4:00:00,36,17
Moore St,1/29/2014 5:00:00,176,36
Moore St,1/29/2014 6:00:00,167,37
Moore St,1/29/2014 7:00:00,269,144
Moore St,1/29/2014 8:00:00,415,329
Moore St,1/29/2014 9:00:00,440,438
Moore St,1/29/2014 10:00:00,680,660
Moore St,1/29/2014 11:00:00,895,969
Moore St,1/29/2014 12:00:00,968,1113
Moore St,1/29/2014 13:00:00,1390,1436
Moore St,1/29/2014 14:00:00,1074,1138
Moore St,1/29/2014 15:00:00,1351,1410
Moore St,1/29/2014 16:00:00,1485,1458
Moore St,1/29/2014 17:00:00,1456,1566
Moore St,1/29/2014 18:00:00,1175,1441
Moore St,1/29/2014 19:00:00,856,1062
Moore St,1/29/2014 20:00:00,333,452
Moore St,1/29/2014 21:00:00,179,199
Moore St,1/29/2014 22:00:00,77,80
Moore St,1/29/2014 23:00:00,61,77
Capel St at Mullen,1/29/2014 0:00:00,13,17
Capel St at Mullen,1/29/2014 1:00:00,5,8
Capel St at Mullen,1/29/2014 2:00:00,0,3
Capel St at Mullen,1/29/2014 3:00:00,0,15
Capel St at Mullen,1/29/2014 4:00:00,2,1
Capel St at Mullen,1/29/2014 5:00:00,7,2
Capel St at Mullen,1/29/2014 6:00:00,18,12
Capel St at Mullen,1/29/2014 7:00:00,46,37
Capel St at Mullen,1/29/2014 8:00:00,134,95
Capel St at Mullen,1/29/2014 9:00:00,158,136
Capel St at Mullen,1/29/2014 10:00:00,185,166
Capel St at Mullen,1/29/2014 11:00:00,231,225
Capel St at Mullen,1/29/2014 12:00:00,276,291
Capel St at Mullen,1/29/2014 13:00:00,422,367
Capel St at Mullen,1/29/2014 14:00:00,337,290
Capel St at Mullen,1/29/2014 15:00:00,292,293
Capel St at Mullen,1/29/2014 16:00:00,287,252
Capel St at Mullen,1/29/2014 17:00:00,254,253
Capel St at Mullen,1/29/2014 18:00:00,256,202
Capel St at Mullen,1/29/2014 19:00:00,171,144
Capel St at Mullen,1/29/2014 20:00:00,110,114
Capel St at Mullen,1/29/2014 21:00:00,84,71
Capel St at Mullen,1/29/2014 22:00:00,49,50
Capel St at Mullen,1/29/2014 23:00:00,52,31
Dame Court,1/29/2014 0:00:00,27,41
Dame Court,1/29/2014 1:00:00,6,19
Dame Court,1/29/2014 2:00:00,11,12
Dame Court,1/29/2014 3:00:00,23,32
Dame Court,1/29/2014 4:00:00,5,5
Dame Court,1/29/2014 5:00:00,14,9
Dame Court,1/29/2014 6:00:00,22,24
Dame Court,1/29/2014 7:00:00,71,40
Dame Court,1/29/2014 8:00:00,168,109
Dame Court,1/29/2014 9:00:00,153,151
Dame Court,1/29/2014 10:00:00,162,225
Dame Court,1/29/2014 11:00:00,140,155
Dame Court,1/29/2014 12:00:00,171,157
Dame Court,1/29/2014 13:00:00,252,309
Dame Court,1/29/2014 14:00:00,149,197
Dame Court,1/29/2014 15:00:00,113,163
Dame Court,1/29/2014 16:00:00,139,177
Dame Court,1/29/2014 17:00:00,204,293
Dame Court,1/29/2014 18:00:00,217,280
Dame Court,1/29/2014 19:00:00,173,203
Dame Court,1/29/2014 20:00:00,173,161
Dame Court,1/29/2014 21:00:00,142,167
Dame Court,1/29/2014 22:00:00,97,129
Dame Court,1/29/2014 23:00:00,64,104
Grafton St at Card Gallery,1/29/2014 0:00:00,252,303
Grafton St at Card Gallery,1/29/2014 1:00:00,316,146
Grafton St at Card Gallery,1/29/2014 2:00:00,207,110
Grafton St at Card Gallery,1/29/2014 3:00:00,395,100
Grafton St at Card Gallery,1/29/2014 4:00:00,224,85
Grafton St at Card Gallery,1/29/2014 5:00:00,82,85
Grafton St at Card Gallery,1/29/2014 6:00:00,148,360
Grafton St at Card Gallery,1/29/2014 7:00:00,404,806
Grafton St at Card Gallery,1/29/2014 8:00:00,1471,2468
Grafton St at Card Gallery,1/29/2014 9:00:00,1171,1566
Grafton St at Card Gallery,1/29/2014 10:00:00,1184,1373
Grafton St at Card Gallery,1/29/2014 11:00:00,1465,1636
Grafton St at Card Gallery,1/29/2014 12:00:00,2258,2114
Grafton St at Card Gallery,1/29/2014 13:00:00,3191,3141
Grafton St at Card Gallery,1/29/2014 14:00:00,2413,2358
Grafton St at Card Gallery,1/29/2014 15:00:00,2382,2370
Grafton St at Card Gallery,1/29/2014 16:00:00,2846,2521
Grafton St at Card Gallery,1/29/2014 17:00:00,4065,3128
Grafton St at Card Gallery,1/29/2014 18:00:00,3847,2910
Grafton St at Card Gallery,1/29/2014 19:00:00,2194,1878
Grafton St at Card Gallery,1/29/2014 20:00:00,1393,1252
Grafton St at Card Gallery,1/29/2014 21:00:00,1148,995
Grafton St at Card Gallery,1/29/2014 22:00:00,791,750
Grafton St at Card Gallery,1/29/2014 23:00:00,554,716
Grafton St at M&S,1/29/2014 0:00:00,226,192
Grafton St at M&S,1/29/2014 1:00:00,273,118
Grafton St at M&S,1/29/2014 2:00:00,218,70
Grafton St at M&S,1/29/2014 3:00:00,401,82
Grafton St at M&S,1/29/2014 4:00:00,250,57
Grafton St at M&S,1/29/2014 5:00:00,89,87
Grafton St at M&S,1/29/2014 6:00:00,138,324
Grafton St at M&S,1/29/2014 7:00:00,483,967
Grafton St at M&S,1/29/2014 8:00:00,1025,1742
Grafton St at M&S,1/29/2014 9:00:00,1136,1722
Grafton St at M&S,1/29/2014 10:00:00,1167,1461
Grafton St at M&S,1/29/2014 11:00:00,1625,1833
Grafton St at M&S,1/29/2014 12:00:00,2381,2399
Grafton St at M&S,1/29/2014 13:00:00,3544,3475
Grafton St at M&S,1/29/2014 14:00:00,2722,2703
Grafton St at M&S,1/29/2014 15:00:00,2469,2325
Grafton St at M&S,1/29/2014 16:00:00,2926,2433
Grafton St at M&S,1/29/2014 17:00:00,3222,2404
Grafton St at M&S,1/29/2014 18:00:00,2527,1963
Grafton St at M&S,1/29/2014 19:00:00,1418,1236
Grafton St at M&S,1/29/2014 20:00:00,1059,721
Grafton St at M&S,1/29/2014 21:00:00,814,654
Grafton St at M&S,1/29/2014 22:00:00,623,549
Grafton St at M&S,1/29/2014 23:00:00,523,509
O'Connell Street at Easons,1/29/2014 0:00:00,41,163
O'Connell Street at Easons,1/29/2014 1:00:00,17,142
O'Connell Street at Easons,1/29/2014 2:00:00,11,95
O'Connell Street at Easons,1/29/2014 3:00:00,14,85
O'Connell Street at Easons,1/29/2014 4:00:00,14,81
O'Connell Street at Easons,1/29/2014 5:00:00,70,51
O'Connell Street at Easons,1/29/2014 6:00:00,181,90
O'Connell Street at Easons,1/29/2014 7:00:00,411,352
O'Connell Street at Easons,1/29/2014 8:00:00,669,714
O'Connell Street at Easons,1/29/2014 9:00:00,595,759
O'Connell Street at Easons,1/29/2014 10:00:00,624,809
O'Connell Street at Easons,1/29/2014 11:00:00,780,933
O'Connell Street at Easons,1/29/2014 12:00:00,1029,1146
O'Connell Street at Easons,1/29/2014 13:00:00,1247,1576
O'Connell Street at Easons,1/29/2014 14:00:00,1181,1215
O'Connell Street at Easons,1/29/2014 15:00:00,1248,1421
O'Connell Street at Easons,1/29/2014 16:00:00,1315,1495
O'Connell Street at Easons,1/29/2014 17:00:00,1672,1866
O'Connell Street at Easons,1/29/2014 18:00:00,1417,1544
O'Connell Street at Easons,1/29/2014 19:00:00,997,1136
O'Connell Street at Easons,1/29/2014 20:00:00,519,826
O'Connell Street at Easons,1/29/2014 21:00:00,350,688
O'Connell Street at Easons,1/29/2014 22:00:00,357,673
O'Connell Street at Easons,1/29/2014 23:00:00,202,388
Henry Street at Butlers,1/29/2014 0:00:00,48,73
Henry Street at Butlers,1/29/2014 1:00:00,24,17
Henry Street at Butlers,1/29/2014 2:00:00,20,26
Henry Street at Butlers,1/29/2014 3:00:00,41,42
Henry Street at Butlers,1/29/2014 4:00:00,30,32
Henry Street at Butlers,1/29/2014 5:00:00,72,39
Henry Street at Butlers,1/29/2014 6:00:00,84,138
Henry Street at Butlers,1/29/2014 7:00:00,185,406
Henry Street at Butlers,1/29/2014 8:00:00,326,871
Henry Street at Butlers,1/29/2014 9:00:00,376,1019
Henry Street at Butlers,1/29/2014 10:00:00,664,1206
Henry Street at Butlers,1/29/2014 11:00:00,1145,1666
Henry Street at Butlers,1/29/2014 12:00:00,1464,2009
Henry Street at Butlers,1/29/2014 13:00:00,2082,2608
Henry Street at Butlers,1/29/2014 14:00:00,1815,1940
Henry Street at Butlers,1/29/2014 15:00:00,1825,2017
Henry Street at Butlers,1/29/2014 16:00:00,2117,2081
Henry Street at Butlers,1/29/2014 17:00:00,2121,2123
Henry Street at Butlers,1/29/2014 18:00:00,2046,1484
Henry Street at Butlers,1/29/2014 19:00:00,1154,702
Henry Street at Butlers,1/29/2014 20:00:00,502,401
Henry Street at Butlers,1/29/2014 21:00:00,246,215
Henry Street at Butlers,1/29/2014 22:00:00,147,128
Henry Street at Butlers,1/29/2014 23:00:00,128,127
South William St,1/29/2014 0:00:00,51,76
South William St,1/29/2014 1:00:00,30,23
South William St,1/29/2014 2:00:00,46,7
South William St,1/29/2014 3:00:00,32,9
South William St,1/29/2014 4:00:00,6,3
South William St,1/29/2014 5:00:00,0,4
South William St,1/29/2014 6:00:00,9,21
South William St,1/29/2014 7:00:00,24,68
South William St,1/29/2014 8:00:00,86,245
South William St,1/29/2014 9:00:00,106,237
South William St,1/29/2014 10:00:00,102,174
South William St,1/29/2014 11:00:00,139,180
South William St,1/29/2014 12:00:00,193,271
South William St,1/29/2014 13:00:00,322,375
South William St,1/29/2014 14:00:00,291,274
South William St,1/29/2014 15:00:00,210,243
South William St,1/29/2014 16:00:00,224,246
South William St,1/29/2014 17:00:00,327,361
South William St,1/29/2014 18:00:00,351,275
South William St,1/29/2014 19:00:00,250,244
South William St,1/29/2014 20:00:00,161,146
South William St,1/29/2014 21:00:00,122,129
South William St,1/29/2014 22:00:00,113,131
South William St,1/29/2014 23:00:00,72,259
Dublin BID,1/30/2014 0:00:00,123,162
Dublin BID,1/30/2014 1:00:00,34,77
Dublin BID,1/30/2014 2:00:00,11,33
Dublin BID,1/30/2014 3:00:00,12,33
Dublin BID,1/30/2014 4:00:00,5,15
Dublin BID,1/30/2014 5:00:00,27,8
Dublin BID,1/30/2014 6:00:00,159,40
Dublin BID,1/30/2014 7:00:00,705,357
Dublin BID,1/30/2014 8:00:00,881,415
Dublin BID,1/30/2014 9:00:00,881,592
Dublin BID,1/30/2014 10:00:00,1008,771
Dublin BID,1/30/2014 11:00:00,1170,839
Dublin BID,1/30/2014 12:00:00,1231,886
Dublin BID,1/30/2014 13:00:00,1499,1119
Dublin BID,1/30/2014 14:00:00,1556,1128
Dublin BID,1/30/2014 15:00:00,1674,1154
Dublin BID,1/30/2014 16:00:00,1670,1112
Dublin BID,1/30/2014 17:00:00,1707,1173
Dublin BID,1/30/2014 18:00:00,2196,1259
Dublin BID,1/30/2014 19:00:00,1375,751
Dublin BID,1/30/2014 20:00:00,876,601
Dublin BID,1/30/2014 21:00:00,572,468
Dublin BID,1/30/2014 22:00:00,500,396
Dublin BID,1/30/2014 23:00:00,362,384
South King St,1/30/2014 0:00:00,119,63
South King St,1/30/2014 1:00:00,26,49
South King St,1/30/2014 2:00:00,17,35
South King St,1/30/2014 3:00:00,30,38
South King St,1/30/2014 4:00:00,10,16
South King St,1/30/2014 5:00:00,27,12
South King St,1/30/2014 6:00:00,88,66
South King St,1/30/2014 7:00:00,329,205
South King St,1/30/2014 8:00:00,697,740
South King St,1/30/2014 9:00:00,433,543
South King St,1/30/2014 10:00:00,383,541
South King St,1/30/2014 11:00:00,464,532
South King St,1/30/2014 12:00:00,828,968
South King St,1/30/2014 13:00:00,1278,1186
South King St,1/30/2014 14:00:00,803,733
South King St,1/30/2014 15:00:00,837,826
South King St,1/30/2014 16:00:00,969,949
South King St,1/30/2014 17:00:00,1249,1372
South King St,1/30/2014 18:00:00,1202,1388
South King St,1/30/2014 19:00:00,1083,924
South King St,1/30/2014 20:00:00,606,617
South King St,1/30/2014 21:00:00,410,587
South King St,1/30/2014 22:00:00,314,249
South King St,1/30/2014 23:00:00,247,210
South Great Georges,1/30/2014 0:00:00,122,128
South Great Georges,1/30/2014 1:00:00,41,59
South Great Georges,1/30/2014 2:00:00,23,69
South Great Georges,1/30/2014 3:00:00,31,25
South Great Georges,1/30/2014 4:00:00,15,17
South Great Georges,1/30/2014 5:00:00,17,17
South Great Georges,1/30/2014 6:00:00,39,40
South Great Georges,1/30/2014 7:00:00,112,175
South Great Georges,1/30/2014 8:00:00,290,479
South Great Georges,1/30/2014 9:00:00,322,375
South Great Georges,1/30/2014 10:00:00,360,352
South Great Georges,1/30/2014 11:00:00,433,488
South Great Georges,1/30/2014 12:00:00,604,606
South Great Georges,1/30/2014 13:00:00,847,942
South Great Georges,1/30/2014 14:00:00,721,708
South Great Georges,1/30/2014 15:00:00,611,620
South Great Georges,1/30/2014 16:00:00,653,726
South Great Georges,1/30/2014 17:00:00,839,811
South Great Georges,1/30/2014 18:00:00,712,862
South Great Georges,1/30/2014 19:00:00,570,664
South Great Georges,1/30/2014 20:00:00,540,735
South Great Georges,1/30/2014 21:00:00,419,661
South Great Georges,1/30/2014 22:00:00,277,413
South Great Georges,1/30/2014 23:00:00,237,382
Talbot St,1/30/2014 0:00:00,23,71
Talbot St,1/30/2014 1:00:00,10,49
Talbot St,1/30/2014 2:00:00,13,35
Talbot St,1/30/2014 3:00:00,9,26
Talbot St,1/30/2014 4:00:00,8,18
Talbot St,1/30/2014 5:00:00,19,10
Talbot St,1/30/2014 6:00:00,182,116
Talbot St,1/30/2014 7:00:00,721,382
Talbot St,1/30/2014 8:00:00,763,478
Talbot St,1/30/2014 9:00:00,510,355
Talbot St,1/30/2014 10:00:00,460,338
Talbot St,1/30/2014 11:00:00,408,457
Talbot St,1/30/2014 12:00:00,511,580
Talbot St,1/30/2014 13:00:00,613,836
Talbot St,1/30/2014 14:00:00,493,771
Talbot St,1/30/2014 15:00:00,400,757
Talbot St,1/30/2014 16:00:00,502,834
Talbot St,1/30/2014 17:00:00,1311,1173
Talbot St,1/30/2014 18:00:00,1081,1248
Talbot St,1/30/2014 19:00:00,788,1069
Talbot St,1/30/2014 20:00:00,601,864
Talbot St,1/30/2014 21:00:00,398,487
Talbot St,1/30/2014 22:00:00,109,207
Talbot St,1/30/2014 23:00:00,57,118
Mary St,1/30/2014 0:00:00,43,18
Mary St,1/30/2014 1:00:00,24,8
Mary St,1/30/2014 2:00:00,6,9
Mary St,1/30/2014 3:00:00,16,8
Mary St,1/30/2014 4:00:00,13,6
Mary St,1/30/2014 5:00:00,47,29
Mary St,1/30/2014 6:00:00,63,44
Mary St,1/30/2014 7:00:00,145,118
Mary St,1/30/2014 8:00:00,419,282
Mary St,1/30/2014 9:00:00,572,427
Mary St,1/30/2014 10:00:00,843,633
Mary St,1/30/2014 11:00:00,1100,1003
Mary St,1/30/2014 12:00:00,1288,1249
Mary St,1/30/2014 13:00:00,1903,1652
Mary St,1/30/2014 14:00:00,1561,1514
Mary St,1/30/2014 15:00:00,1505,1461
Mary St,1/30/2014 16:00:00,1435,1403
Mary St,1/30/2014 17:00:00,1628,1587
Mary St,1/30/2014 18:00:00,1509,1284
Mary St,1/30/2014 19:00:00,1015,893
Mary St,1/30/2014 20:00:00,583,566
Mary St,1/30/2014 21:00:00,252,175
Mary St,1/30/2014 22:00:00,111,96
Mary St,1/30/2014 23:00:00,70,51
Moore St,1/30/2014 0:00:00,21,36
Moore St,1/30/2014 1:00:00,34,25
Moore St,1/30/2014 2:00:00,17,12
Moore St,1/30/2014 3:00:00,21,12
Moore St,1/30/2014 4:00:00,27,24
Moore St,1/30/2014 5:00:00,104,48
Moore St,1/30/2014 6:00:00,202,55
Moore St,1/30/2014 7:00:00,276,128
Moore St,1/30/2014 8:00:00,460,372
Moore St,1/30/2014 9:00:00,526,495
Moore St,1/30/2014 10:00:00,805,787
Moore St,1/30/2014 11:00:00,1097,1221
Moore St,1/30/2014 12:00:00,1195,1270
Moore St,1/30/2014 13:00:00,1629,1669
Moore St,1/30/2014 14:00:00,1488,1490
Moore St,1/30/2014 15:00:00,1639,1638
Moore St,1/30/2014 16:00:00,1586,1675
Moore St,1/30/2014 17:00:00,1586,1827
Moore St,1/30/2014 18:00:00,1257,1525
Moore St,1/30/2014 19:00:00,906,971
Moore St,1/30/2014 20:00:00,488,542
Moore St,1/30/2014 21:00:00,226,373
Moore St,1/30/2014 22:00:00,113,138
Moore St,1/30/2014 23:00:00,67,81
Capel St at Mullen,1/30/2014 0:00:00,22,46
Capel St at Mullen,1/30/2014 1:00:00,14,12
Capel St at Mullen,1/30/2014 2:00:00,7,11
Capel St at Mullen,1/30/2014 3:00:00,3,18
Capel St at Mullen,1/30/2014 4:00:00,3,12
Capel St at Mullen,1/30/2014 5:00:00,6,3
Capel St at Mullen,1/30/2014 6:00:00,22,5
Capel St at Mullen,1/30/2014 7:00:00,39,45
Capel St at Mullen,1/30/2014 8:00:00,145,107
Capel St at Mullen,1/30/2014 9:00:00,175,135
Capel St at Mullen,1/30/2014 10:00:00,172,199
