Zone,Times,InCount,OutCount
South King St,1/4/2014 3:00:00,35,44
South King St,1/4/2014 4:00:00,14,18
South King St,1/4/2014 5:00:00,18,20
South King St,1/4/2014 6:00:00,34,26
South King St,1/4/2014 7:00:00,59,67
South King St,1/4/2014 8:00:00,113,104
South King St,1/4/2014 9:00:00,162,202
South King St,1/4/2014 10:00:00,273,335
South King St,1/4/2014 11:00:00,519,518
South King St,1/4/2014 12:00:00,894,741
South King St,1/4/2014 13:00:00,1182,1082
South King St,1/4/2014 14:00:00,1196,1201
South King St,1/4/2014 15:00:00,1364,1359
South King St,1/4/2014 16:00:00,1400,1557
South King St,1/4/2014 17:00:00,1211,1011
South King St,1/4/2014 18:00:00,838,676
South King St,1/4/2014 19:00:00,471,646
South King St,1/4/2014 20:00:00,321,482
South King St,1/4/2014 21:00:00,251,778
South King St,1/4/2014 22:00:00,205,266
South King St,1/4/2014 23:00:00,261,237
South Great Georges,1/4/2014 0:00:00,285,275
South Great Georges,1/4/2014 1:00:00,270,179
South Great Georges,1/4/2014 2:00:00,197,126
South Great Georges,1/4/2014 3:00:00,76,158
South Great Georges,1/4/2014 4:00:00,32,31
South Great Georges,1/4/2014 5:00:00,12,12
South Great Georges,1/4/2014 6:00:00,33,27
South Great Georges,1/4/2014 7:00:00,23,27
South Great Georges,1/4/2014 8:00:00,48,84
South Great Georges,1/4/2014 9:00:00,133,151
South Great Georges,1/4/2014 10:00:00,208,199
South Great Georges,1/4/2014 11:00:00,344,339
South Great Georges,1/4/2014 12:00:00,524,482
South Great Georges,1/4/2014 13:00:00,621,596
South Great Georges,1/4/2014 14:00:00,796,947
South Great Georges,1/4/2014 15:00:00,745,831
South Great Georges,1/4/2014 16:00:00,720,866
South Great Georges,1/4/2014 17:00:00,589,759
South Great Georges,1/4/2014 18:00:00,533,618
South Great Georges,1/4/2014 19:00:00,328,539
South Great Georges,1/4/2014 20:00:00,399,515
South Great Georges,1/4/2014 21:00:00,323,484
South Great Georges,1/4/2014 22:00:00,266,411
South Great Georges,1/4/2014 23:00:00,280,401
Talbot St,1/4/2014 0:00:00,39,71
Talbot St,1/4/2014 1:00:00,17,76
Talbot St,1/4/2014 2:00:00,9,66
Talbot St,1/4/2014 3:00:00,9,43
Talbot St,1/4/2014 4:00:00,8,28
Talbot St,1/4/2014 5:00:00,11,5
Talbot St,1/4/2014 6:00:00,32,38
Talbot St,1/4/2014 7:00:00,81,60
Talbot St,1/4/2014 8:00:00,217,155
Talbot St,1/4/2014 9:00:00,214,148
Talbot St,1/4/2014 10:00:00,374,219
Talbot St,1/4/2014 11:00:00,367,321
Talbot St,1/4/2014 12:00:00,360,398
Talbot St,1/4/2014 13:00:00,330,409
Talbot St,1/4/2014 14:00:00,275,436
Talbot St,1/4/2014 15:00:00,438,634
Talbot St,1/4/2014 16:00:00,736,1077
Talbot St,1/4/2014 17:00:00,863,1276
Talbot St,1/4/2014 18:00:00,666,1093
Talbot St,1/4/2014 19:00:00,629,852
Talbot St,1/4/2014 20:00:00,470,547
Talbot St,1/4/2014 21:00:00,344,316
Talbot St,1/4/2014 22:00:00,119,137
Talbot St,1/4/2014 23:00:00,64,142
Mary St,1/4/2014 0:00:00,37,30
Mary St,1/4/2014 1:00:00,18,28
Mary St,1/4/2014 2:00:00,23,9
Mary St,1/4/2014 3:00:00,26,13
Mary St,1/4/2014 4:00:00,23,10
Mary St,1/4/2014 5:00:00,39,13
Mary St,1/4/2014 6:00:00,30,27
Mary St,1/4/2014 7:00:00,81,67
Mary St,1/4/2014 8:00:00,139,125
Mary St,1/4/2014 9:00:00,320,305
Mary St,1/4/2014 10:00:00,640,557
Mary St,1/4/2014 11:00:00,1167,1039
Mary St,1/4/2014 12:00:00,1701,1547
Mary St,1/4/2014 13:00:00,2032,1915
Mary St,1/4/2014 14:00:00,2205,2101
Mary St,1/4/2014 15:00:00,2352,2209
Mary St,1/4/2014 16:00:00,2267,2214
Mary St,1/4/2014 17:00:00,1957,1798
Mary St,1/4/2014 18:00:00,1346,1029
Mary St,1/4/2014 19:00:00,571,450
Mary St,1/4/2014 20:00:00,242,240
Mary St,1/4/2014 21:00:00,125,99
Mary St,1/4/2014 22:00:00,91,116
Mary St,1/4/2014 23:00:00,63,64
Moore St,1/4/2014 0:00:00,43,63
Moore St,1/4/2014 1:00:00,0,34
Moore St,1/4/2014 2:00:00,47,17
Moore St,1/4/2014 3:00:00,36,58
Moore St,1/4/2014 4:00:00,45,42
Moore St,1/4/2014 5:00:00,155,37
Moore St,1/4/2014 6:00:00,122,42
Moore St,1/4/2014 7:00:00,162,78
Moore St,1/4/2014 8:00:00,155,99
Moore St,1/4/2014 9:00:00,326,254
Moore St,1/4/2014 10:00:00,445,472
Moore St,1/4/2014 11:00:00,765,765
Moore St,1/4/2014 12:00:00,1028,1118
Moore St,1/4/2014 13:00:00,1130,1369
Moore St,1/4/2014 14:00:00,1455,1589
Moore St,1/4/2014 15:00:00,1560,1708
Moore St,1/4/2014 16:00:00,1543,1783
Moore St,1/4/2014 17:00:00,1339,1405
Moore St,1/4/2014 18:00:00,856,1044
Moore St,1/4/2014 19:00:00,604,821
Moore St,1/4/2014 20:00:00,335,329
Moore St,1/4/2014 21:00:00,169,163
Moore St,1/4/2014 22:00:00,103,151
Moore St,1/4/2014 23:00:00,142,66
Capel St at Mullen,1/4/2014 0:00:00,59,36
Capel St at Mullen,1/4/2014 1:00:00,64,26
Capel St at Mullen,1/4/2014 2:00:00,17,39
Capel St at Mullen,1/4/2014 3:00:00,10,57
Capel St at Mullen,1/4/2014 4:00:00,3,21
Capel St at Mullen,1/4/2014 5:00:00,3,3
Capel St at Mullen,1/4/2014 6:00:00,10,10
Capel St at Mullen,1/4/2014 7:00:00,22,16
Capel St at Mullen,1/4/2014 8:00:00,37,21
Capel St at Mullen,1/4/2014 9:00:00,71,72
Capel St at Mullen,1/4/2014 10:00:00,144,169
Capel St at Mullen,1/4/2014 11:00:00,272,262
Capel St at Mullen,1/4/2014 12:00:00,325,342
Capel St at Mullen,1/4/2014 13:00:00,383,400
Capel St at Mullen,1/4/2014 14:00:00,454,400
Capel St at Mullen,1/4/2014 15:00:00,472,446
Capel St at Mullen,1/4/2014 16:00:00,431,375
Capel St at Mullen,1/4/2014 17:00:00,330,264
Capel St at Mullen,1/4/2014 18:00:00,274,159
Capel St at Mullen,1/4/2014 19:00:00,181,171
Capel St at Mullen,1/4/2014 20:00:00,141,145
Capel St at Mullen,1/4/2014 21:00:00,121,111
Capel St at Mullen,1/4/2014 22:00:00,103,69
Capel St at Mullen,1/4/2014 23:00:00,62,58
Dame Court,1/4/2014 0:00:00,157,250
Dame Court,1/4/2014 1:00:00,157,195
Dame Court,1/4/2014 2:00:00,126,138
Dame Court,1/4/2014 3:00:00,91,151
Dame Court,1/4/2014 4:00:00,30,20
Dame Court,1/4/2014 5:00:00,12,7
Dame Court,1/4/2014 6:00:00,21,22
Dame Court,1/4/2014 7:00:00,23,22
Dame Court,1/4/2014 8:00:00,27,14
Dame Court,1/4/2014 9:00:00,32,42
Dame Court,1/4/2014 10:00:00,55,45
Dame Court,1/4/2014 11:00:00,58,81
Dame Court,1/4/2014 12:00:00,184,218
Dame Court,1/4/2014 13:00:00,159,161
Dame Court,1/4/2014 14:00:00,200,250
Dame Court,1/4/2014 15:00:00,178,282
Dame Court,1/4/2014 16:00:00,209,267
Dame Court,1/4/2014 17:00:00,246,307
Dame Court,1/4/2014 18:00:00,211,223
Dame Court,1/4/2014 19:00:00,174,200
Dame Court,1/4/2014 20:00:00,224,185
Dame Court,1/4/2014 21:00:00,230,240
Dame Court,1/4/2014 22:00:00,280,277
Dame Court,1/4/2014 23:00:00,252,298
Grafton St at Card Gallery,1/4/2014 0:00:00,537,529
Grafton St at Card Gallery,1/4/2014 1:00:00,327,366
Grafton St at Card Gallery,1/4/2014 2:00:00,358,348
Grafton St at Card Gallery,1/4/2014 3:00:00,352,201
Grafton St at Card Gallery,1/4/2014 4:00:00,245,129
Grafton St at Card Gallery,1/4/2014 5:00:00,37,71
Grafton St at Card Gallery,1/4/2014 6:00:00,80,262
Grafton St at Card Gallery,1/4/2014 7:00:00,103,319
Grafton St at Card Gallery,1/4/2014 8:00:00,306,522
Grafton St at Card Gallery,1/4/2014 9:00:00,626,724
Grafton St at Card Gallery,1/4/2014 10:00:00,1140,1160
Grafton St at Card Gallery,1/4/2014 11:00:00,2086,2169
Grafton St at Card Gallery,1/4/2014 12:00:00,2691,2728
Grafton St at Card Gallery,1/4/2014 13:00:00,3751,3689
Grafton St at Card Gallery,1/4/2014 14:00:00,3690,3851
Grafton St at Card Gallery,1/4/2014 15:00:00,3699,3980
Grafton St at Card Gallery,1/4/2014 16:00:00,4111,4363
Grafton St at Card Gallery,1/4/2014 17:00:00,4204,4564
Grafton St at Card Gallery,1/4/2014 18:00:00,3058,3001
Grafton St at Card Gallery,1/4/2014 19:00:00,1935,1915
Grafton St at Card Gallery,1/4/2014 20:00:00,1345,1505
Grafton St at Card Gallery,1/4/2014 21:00:00,1187,1026
Grafton St at Card Gallery,1/4/2014 22:00:00,873,959
Grafton St at Card Gallery,1/4/2014 23:00:00,800,858
Grafton St at M&S,1/4/2014 0:00:00,530,504
Grafton St at M&S,1/4/2014 1:00:00,394,301
Grafton St at M&S,1/4/2014 2:00:00,385,273
Grafton St at M&S,1/4/2014 3:00:00,400,213
Grafton St at M&S,1/4/2014 4:00:00,248,107
Grafton St at M&S,1/4/2014 5:00:00,65,70
Grafton St at M&S,1/4/2014 6:00:00,83,237
Grafton St at M&S,1/4/2014 7:00:00,143,335
Grafton St at M&S,1/4/2014 8:00:00,256,561
Grafton St at M&S,1/4/2014 9:00:00,560,837
Grafton St at M&S,1/4/2014 10:00:00,1129,1343
Grafton St at M&S,1/4/2014 11:00:00,2103,2225
Grafton St at M&S,1/4/2014 12:00:00,2941,2987
Grafton St at M&S,1/4/2014 13:00:00,3997,3767
Grafton St at M&S,1/4/2014 14:00:00,3551,3482
Grafton St at M&S,1/4/2014 15:00:00,4190,3979
Grafton St at M&S,1/4/2014 16:00:00,4602,4245
Grafton St at M&S,1/4/2014 17:00:00,3875,3806
Grafton St at M&S,1/4/2014 18:00:00,2674,2185
Grafton St at M&S,1/4/2014 19:00:00,1679,1517
Grafton St at M&S,1/4/2014 20:00:00,979,1041
Grafton St at M&S,1/4/2014 21:00:00,858,855
Grafton St at M&S,1/4/2014 22:00:00,715,833
Grafton St at M&S,1/4/2014 23:00:00,723,715
O'Connell Street at Easons,1/4/2014 0:00:00,118,346
O'Connell Street at Easons,1/4/2014 1:00:00,88,205
O'Connell Street at Easons,1/4/2014 2:00:00,50,312
O'Connell Street at Easons,1/4/2014 3:00:00,98,353
O'Connell Street at Easons,1/4/2014 4:00:00,30,200
O'Connell Street at Easons,1/4/2014 5:00:00,21,32
O'Connell Street at Easons,1/4/2014 6:00:00,100,88
O'Connell Street at Easons,1/4/2014 7:00:00,169,186
O'Connell Street at Easons,1/4/2014 8:00:00,212,260
O'Connell Street at Easons,1/4/2014 9:00:00,381,404
O'Connell Street at Easons,1/4/2014 10:00:00,616,791
O'Connell Street at Easons,1/4/2014 11:00:00,893,1120
O'Connell Street at Easons,1/4/2014 12:00:00,1153,1260
O'Connell Street at Easons,1/4/2014 13:00:00,1409,1499
O'Connell Street at Easons,1/4/2014 14:00:00,1570,1712
O'Connell Street at Easons,1/4/2014 15:00:00,1735,1776
O'Connell Street at Easons,1/4/2014 16:00:00,1628,1880
O'Connell Street at Easons,1/4/2014 17:00:00,1809,1637
O'Connell Street at Easons,1/4/2014 18:00:00,1383,1212
O'Connell Street at Easons,1/4/2014 19:00:00,1061,1126
O'Connell Street at Easons,1/4/2014 20:00:00,760,840
O'Connell Street at Easons,1/4/2014 21:00:00,510,644
O'Connell Street at Easons,1/4/2014 22:00:00,392,549
O'Connell Street at Easons,1/4/2014 23:00:00,402,508
Henry Street at Butlers,1/4/2014 0:00:00,72,86
Henry Street at Butlers,1/4/2014 1:00:00,56,34
Henry Street at Butlers,1/4/2014 2:00:00,53,39
Henry Street at Butlers,1/4/2014 3:00:00,41,48
Henry Street at Butlers,1/4/2014 4:00:00,39,40
Henry Street at Butlers,1/4/2014 5:00:00,43,23
Henry Street at Butlers,1/4/2014 6:00:00,46,72
Henry Street at Butlers,1/4/2014 7:00:00,126,197
Henry Street at Butlers,1/4/2014 8:00:00,136,428
Henry Street at Butlers,1/4/2014 9:00:00,309,741
Henry Street at Butlers,1/4/2014 10:00:00,1043,2018
Henry Street at Butlers,1/4/2014 11:00:00,1318,2262
Henry Street at Butlers,1/4/2014 12:00:00,2013,2723
Henry Street at Butlers,1/4/2014 13:00:00,2468,3111
Henry Street at Butlers,1/4/2014 14:00:00,2338,2807
Henry Street at Butlers,1/4/2014 15:00:00,2735,3031
Henry Street at Butlers,1/4/2014 16:00:00,2976,2828
Henry Street at Butlers,1/4/2014 17:00:00,2751,1874
Henry Street at Butlers,1/4/2014 18:00:00,2310,1298
Henry Street at Butlers,1/4/2014 19:00:00,1176,743
Henry Street at Butlers,1/4/2014 20:00:00,464,374
Henry Street at Butlers,1/4/2014 21:00:00,269,247
Henry Street at Butlers,1/4/2014 22:00:00,146,170
Henry Street at Butlers,1/4/2014 23:00:00,150,104
South William St,1/4/2014 0:00:00,79,138
South William St,1/4/2014 1:00:00,116,62
South William St,1/4/2014 2:00:00,81,29
South William St,1/4/2014 3:00:00,72,24
South William St,1/4/2014 4:00:00,30,6
South William St,1/4/2014 5:00:00,4,2
South William St,1/4/2014 6:00:00,5,13
South William St,1/4/2014 7:00:00,15,33
South William St,1/4/2014 8:00:00,37,71
South William St,1/4/2014 9:00:00,37,85
South William St,1/4/2014 10:00:00,96,118
South William St,1/4/2014 11:00:00,146,212
South William St,1/4/2014 12:00:00,238,270
South William St,1/4/2014 13:00:00,300,468
South William St,1/4/2014 14:00:00,357,469
South William St,1/4/2014 15:00:00,386,457
South William St,1/4/2014 16:00:00,407,449
South William St,1/4/2014 17:00:00,359,384
South William St,1/4/2014 18:00:00,302,313
South William St,1/4/2014 19:00:00,209,272
South William St,1/4/2014 20:00:00,219,235
South William St,1/4/2014 21:00:00,166,182
South William St,1/4/2014 22:00:00,146,128
South William St,1/4/2014 23:00:00,157,159
Dublin BID,1/5/2014 0:00:00,196,152
Dublin BID,1/5/2014 1:00:00,85,101
Dublin BID,1/5/2014 2:00:00,69,105
Dublin BID,1/5/2014 3:00:00,31,110
Dublin BID,1/5/2014 4:00:00,17,49
Dublin BID,1/5/2014 5:00:00,10,15
Dublin BID,1/5/2014 6:00:00,39,26
Dublin BID,1/5/2014 7:00:00,53,36
Dublin BID,1/5/2014 8:00:00,109,55
Dublin BID,1/5/2014 9:00:00,238,134
Dublin BID,1/5/2014 10:00:00,410,249
Dublin BID,1/5/2014 11:00:00,505,407
Dublin BID,1/5/2014 12:00:00,613,547
Dublin BID,1/5/2014 13:00:00,662,553
Dublin BID,1/5/2014 14:00:00,723,526
Dublin BID,1/5/2014 15:00:00,786,528
Dublin BID,1/5/2014 16:00:00,954,520
Dublin BID,1/5/2014 17:00:00,1024,533
Dublin BID,1/5/2014 18:00:00,1235,601
Dublin BID,1/5/2014 19:00:00,686,466
Dublin BID,1/5/2014 20:00:00,390,305
Dublin BID,1/5/2014 21:00:00,312,262
Dublin BID,1/5/2014 22:00:00,253,216
Dublin BID,1/5/2014 23:00:00,148,169
South King St,1/5/2014 0:00:00,241,213
South King St,1/5/2014 1:00:00,191,117
South King St,1/5/2014 2:00:00,56,93
South King St,1/5/2014 3:00:00,61,90
South King St,1/5/2014 4:00:00,43,21
South King St,1/5/2014 5:00:00,10,12
South King St,1/5/2014 6:00:00,17,8
South King St,1/5/2014 7:00:00,30,30
South King St,1/5/2014 8:00:00,47,34
South King St,1/5/2014 9:00:00,66,81
South King St,1/5/2014 10:00:00,178,211
South King St,1/5/2014 11:00:00,269,187
South King St,1/5/2014 12:00:00,708,488
South King St,1/5/2014 13:00:00,570,654
South King St,1/5/2014 14:00:00,767,712
South King St,1/5/2014 15:00:00,971,1039
South King St,1/5/2014 16:00:00,1049,960
South King St,1/5/2014 17:00:00,868,689
South King St,1/5/2014 18:00:00,400,359
South King St,1/5/2014 19:00:00,263,355
South King St,1/5/2014 20:00:00,184,594
South King St,1/5/2014 21:00:00,158,147
South King St,1/5/2014 22:00:00,101,90
South King St,1/5/2014 23:00:00,110,82
South Great Georges,1/5/2014 0:00:00,316,296
South Great Georges,1/5/2014 1:00:00,267,205
South Great Georges,1/5/2014 2:00:00,251,159
South Great Georges,1/5/2014 3:00:00,84,203
South Great Georges,1/5/2014 4:00:00,39,54
South Great Georges,1/5/2014 5:00:00,16,16
South Great Georges,1/5/2014 6:00:00,22,19
South Great Georges,1/5/2014 7:00:00,25,31
South Great Georges,1/5/2014 8:00:00,29,27
South Great Georges,1/5/2014 9:00:00,82,47
South Great Georges,1/5/2014 10:00:00,123,89
South Great Georges,1/5/2014 11:00:00,185,144
South Great Georges,1/5/2014 12:00:00,304,233
South Great Georges,1/5/2014 13:00:00,391,359
South Great Georges,1/5/2014 14:00:00,470,516
South Great Georges,1/5/2014 15:00:00,497,581
South Great Georges,1/5/2014 16:00:00,450,598
South Great Georges,1/5/2014 17:00:00,431,591
South Great Georges,1/5/2014 18:00:00,277,554
South Great Georges,1/5/2014 19:00:00,225,459
South Great Georges,1/5/2014 20:00:00,206,366
South Great Georges,1/5/2014 21:00:00,178,257
South Great Georges,1/5/2014 22:00:00,143,195
South Great Georges,1/5/2014 23:00:00,162,170
Talbot St,1/5/2014 0:00:00,36,82
Talbot St,1/5/2014 1:00:00,18,70
Talbot St,1/5/2014 2:00:00,12,65
Talbot St,1/5/2014 3:00:00,5,90
Talbot St,1/5/2014 4:00:00,4,33
Talbot St,1/5/2014 5:00:00,13,16
Talbot St,1/5/2014 6:00:00,21,16
Talbot St,1/5/2014 7:00:00,18,17
Talbot St,1/5/2014 8:00:00,78,40
Talbot St,1/5/2014 9:00:00,89,73
Talbot St,1/5/2014 10:00:00,183,98
Talbot St,1/5/2014 11:00:00,219,144
Talbot St,1/5/2014 12:00:00,233,231
Talbot St,1/5/2014 13:00:00,141,219
Talbot St,1/5/2014 14:00:00,200,355
Talbot St,1/5/2014 15:00:00,356,511
Talbot St,1/5/2014 16:00:00,468,802
Talbot St,1/5/2014 17:00:00,693,1022
Talbot St,1/5/2014 18:00:00,425,766
Talbot St,1/5/2014 19:00:00,353,570
Talbot St,1/5/2014 20:00:00,131,190
Talbot St,1/5/2014 21:00:00,80,186
Talbot St,1/5/2014 22:00:00,66,139
Talbot St,1/5/2014 23:00:00,43,80
Mary St,1/5/2014 0:00:00,26,26
Mary St,1/5/2014 1:00:00,20,22
Mary St,1/5/2014 2:00:00,31,28
Mary St,1/5/2014 3:00:00,20,7
Mary St,1/5/2014 4:00:00,10,10
Mary St,1/5/2014 5:00:00,7,11
Mary St,1/5/2014 6:00:00,17,19
Mary St,1/5/2014 7:00:00,43,29
Mary St,1/5/2014 8:00:00,29,47
Mary St,1/5/2014 9:00:00,52,73
Mary St,1/5/2014 10:00:00,234,238
Mary St,1/5/2014 11:00:00,481,498
Mary St,1/5/2014 12:00:00,886,858
Mary St,1/5/2014 13:00:00,1287,1220
Mary St,1/5/2014 14:00:00,1589,1536
Mary St,1/5/2014 15:00:00,1744,1731
Mary St,1/5/2014 16:00:00,1749,1552
Mary St,1/5/2014 17:00:00,1468,1238
Mary St,1/5/2014 18:00:00,665,542
Mary St,1/5/2014 19:00:00,230,188
Mary St,1/5/2014 20:00:00,130,159
Mary St,1/5/2014 21:00:00,93,82
Mary St,1/5/2014 22:00:00,46,55
Mary St,1/5/2014 23:00:00,32,26
Moore St,1/5/2014 0:00:00,53,37
Moore St,1/5/2014 1:00:00,35,50
Moore St,1/5/2014 2:00:00,27,76
Moore St,1/5/2014 3:00:00,24,41
Moore St,1/5/2014 4:00:00,8,52
Moore St,1/5/2014 5:00:00,12,15
Moore St,1/5/2014 6:00:00,43,28
Moore St,1/5/2014 7:00:00,110,35
Moore St,1/5/2014 8:00:00,79,38
Moore St,1/5/2014 9:00:00,109,92
Moore St,1/5/2014 10:00:00,301,192
Moore St,1/5/2014 11:00:00,331,313
Moore St,1/5/2014 12:00:00,525,524
Moore St,1/5/2014 13:00:00,780,775
Moore St,1/5/2014 14:00:00,930,1034
Moore St,1/5/2014 15:00:00,1071,1255
Moore St,1/5/2014 16:00:00,987,1246
Moore St,1/5/2014 17:00:00,726,892
Moore St,1/5/2014 18:00:00,363,433
Moore St,1/5/2014 19:00:00,256,342
Moore St,1/5/2014 20:00:00,137,151
Moore St,1/5/2014 21:00:00,109,114
Moore St,1/5/2014 22:00:00,53,58
Moore St,1/5/2014 23:00:00,31,69
Capel St at Mullen,1/5/2014 0:00:00,61,55
Capel St at Mullen,1/5/2014 1:00:00,58,36
Capel St at Mullen,1/5/2014 2:00:00,2,48
Capel St at Mullen,1/5/2014 3:00:00,8,73
Capel St at Mullen,1/5/2014 4:00:00,2,41
Capel St at Mullen,1/5/2014 5:00:00,7,12
Capel St at Mullen,1/5/2014 6:00:00,20,10
Capel St at Mullen,1/5/2014 7:00:00,5,10
Capel St at Mullen,1/5/2014 8:00:00,12,7
Capel St at Mullen,1/5/2014 9:00:00,14,31
Capel St at Mullen,1/5/2014 10:00:00,71,67
Capel St at Mullen,1/5/2014 11:00:00,106,108
Capel St at Mullen,1/5/2014 12:00:00,156,163
Capel St at Mullen,1/5/2014 13:00:00,202,241
Capel St at Mullen,1/5/2014 14:00:00,250,233
Capel St at Mullen,1/5/2014 15:00:00,330,248
Capel St at Mullen,1/5/2014 16:00:00,287,251
Capel St at Mullen,1/5/2014 17:00:00,246,187
Capel St at Mullen,1/5/2014 18:00:00,171,121
Capel St at Mullen,1/5/2014 19:00:00,120,113
Capel St at Mullen,1/5/2014 20:00:00,120,109
Capel St at Mullen,1/5/2014 21:00:00,62,73
Capel St at Mullen,1/5/2014 22:00:00,58,38
Capel St at Mullen,1/5/2014 23:00:00,40,47
Dame Court,1/5/2014 0:00:00,173,239
Dame Court,1/5/2014 1:00:00,179,265
Dame Court,1/5/2014 2:00:00,135,196
Dame Court,1/5/2014 3:00:00,123,105
Dame Court,1/5/2014 4:00:00,65,67
Dame Court,1/5/2014 5:00:00,23,24
Dame Court,1/5/2014 6:00:00,16,8
Dame Court,1/5/2014 7:00:00,12,12
Dame Court,1/5/2014 8:00:00,12,14
Dame Court,1/5/2014 9:00:00,13,25
Dame Court,1/5/2014 10:00:00,21,20
Dame Court,1/5/2014 11:00:00,38,47
Dame Court,1/5/2014 12:00:00,82,89
Dame Court,1/5/2014 13:00:00,67,66
Dame Court,1/5/2014 14:00:00,97,130
Dame Court,1/5/2014 15:00:00,112,143
Dame Court,1/5/2014 16:00:00,118,146
Dame Court,1/5/2014 17:00:00,121,202
Dame Court,1/5/2014 18:00:00,121,204
Dame Court,1/5/2014 19:00:00,70,97
Dame Court,1/5/2014 20:00:00,60,95
Dame Court,1/5/2014 21:00:00,51,91
Dame Court,1/5/2014 22:00:00,53,84
Dame Court,1/5/2014 23:00:00,55,90
Grafton St at Card Gallery,1/5/2014 0:00:00,674,661
Grafton St at Card Gallery,1/5/2014 1:00:00,490,449
Grafton St at Card Gallery,1/5/2014 2:00:00,484,432
Grafton St at Card Gallery,1/5/2014 3:00:00,706,542
Grafton St at Card Gallery,1/5/2014 4:00:00,383,247
Grafton St at Card Gallery,1/5/2014 5:00:00,122,97
Grafton St at Card Gallery,1/5/2014 6:00:00,56,78
Grafton St at Card Gallery,1/5/2014 7:00:00,78,94
Grafton St at Card Gallery,1/5/2014 8:00:00,189,228
Grafton St at Card Gallery,1/5/2014 9:00:00,258,323
Grafton St at Card Gallery,1/5/2014 10:00:00,624,531
Grafton St at Card Gallery,1/5/2014 11:00:00,1028,1065
Grafton St at Card Gallery,1/5/2014 12:00:00,1854,1944
Grafton St at Card Gallery,1/5/2014 13:00:00,2548,2644
Grafton St at Card Gallery,1/5/2014 14:00:00,2673,2759
Grafton St at Card Gallery,1/5/2014 15:00:00,3366,3179
Grafton St at Card Gallery,1/5/2014 16:00:00,3081,3136
Grafton St at Card Gallery,1/5/2014 17:00:00,2602,2577
Grafton St at Card Gallery,1/5/2014 18:00:00,1280,1284
Grafton St at Card Gallery,1/5/2014 19:00:00,698,803
Grafton St at Card Gallery,1/5/2014 20:00:00,608,688
Grafton St at Card Gallery,1/5/2014 21:00:00,404,562
Grafton St at Card Gallery,1/5/2014 22:00:00,411,436
Grafton St at Card Gallery,1/5/2014 23:00:00,343,324
Grafton St at M&S,1/5/2014 0:00:00,638,578
Grafton St at M&S,1/5/2014 1:00:00,541,361
Grafton St at M&S,1/5/2014 2:00:00,475,310
Grafton St at M&S,1/5/2014 3:00:00,690,376
