Zone,Times,InCount,OutCount,Type
Grafton St at M&S,16/01/2014 13:00:00,3982,3841,Actual
Grafton St at M&S,16/01/2014 14:00:00,3040,2869,Actual
Grafton St at M&S,16/01/2014 15:00:00,2929,2744,Actual
Grafton St at M&S,16/01/2014 16:00:00,3339,2892,Actual
Grafton St at M&S,16/01/2014 17:00:00,4220,3201,Actual
Grafton St at M&S,16/01/2014 18:00:00,3689,2941,Actual
Grafton St at M&S,16/01/2014 19:00:00,2454,1981,Actual
Grafton St at M&S,16/01/2014 20:00:00,1732,1363,Actual
Grafton St at M&S,16/01/2014 21:00:00,1021,834,Actual
Grafton St at M&S,16/01/2014 22:00:00,466,435,Actual
Grafton St at M&S,16/01/2014 23:00:00,428,535,Actual
O'Connell Street at Easons,16/01/2014 00:00:00,64,220,Actual
O'Connell Street at Easons,16/01/2014 01:00:00,27,112,Actual
O'Connell Street at Easons,16/01/2014 02:00:00,37,67,Actual
O'Connell Street at Easons,16/01/2014 03:00:00,15,155,Actual
O'Connell Street at Easons,16/01/2014 04:00:00,19,64,Actual
O'Connell Street at Easons,16/01/2014 05:00:00,57,27,Actual
O'Connell Street at Easons,16/01/2014 06:00:00,176,103,Actual
O'Connell Street at Easons,16/01/2014 07:00:00,446,381,Actual
O'Connell Street at Easons,16/01/2014 08:00:00,653,709,Actual
O'Connell Street at Easons,16/01/2014 09:00:00,644,785,Actual
O'Connell Street at Easons,16/01/2014 10:00:00,744,907,Actual
O'Connell Street at Easons,16/01/2014 11:00:00,931,1062,Actual
O'Connell Street at Easons,16/01/2014 12:00:00,1156,1397,Actual
O'Connell Street at Easons,16/01/2014 13:00:00,1621,1720,Actual
O'Connell Street at Easons,16/01/2014 14:00:00,1367,1472,Actual
O'Connell Street at Easons,16/01/2014 15:00:00,1405,1654,Actual
O'Connell Street at Easons,16/01/2014 16:00:00,1603,1729,Actual
O'Connell Street at Easons,16/01/2014 17:00:00,1832,2012,Actual
O'Connell Street at Easons,16/01/2014 18:00:00,1455,1671,Actual
O'Connell Street at Easons,16/01/2014 19:00:00,1078,1173,Actual
O'Connell Street at Easons,16/01/2014 20:00:00,841,861,Actual
O'Connell Street at Easons,16/01/2014 21:00:00,529,823,Actual
O'Connell Street at Easons,16/01/2014 22:00:00,228,487,Actual
O'Connell Street at Easons,16/01/2014 23:00:00,198,493,Actual
Henry Street at Butlers,16/01/2014 00:00:00,41,43,Actual
Henry Street at Butlers,16/01/2014 01:00:00,23,38,Actual
Henry Street at Butlers,16/01/2014 02:00:00,29,23,Actual
Henry Street at Butlers,16/01/2014 03:00:00,47,26,Actual
Henry Street at Butlers,16/01/2014 04:00:00,21,41,Actual
Henry Street at Butlers,16/01/2014 05:00:00,60,35,Actual
Henry Street at Butlers,16/01/2014 06:00:00,146,143,Actual
Henry Street at Butlers,16/01/2014 07:00:00,149,402,Actual
Henry Street at Butlers,16/01/2014 08:00:00,439,998,Actual
Henry Street at Butlers,16/01/2014 09:00:00,562,1385,Actual
Henry Street at Butlers,16/01/2014 10:00:00,890,1617,Actual
Henry Street at Butlers,16/01/2014 11:00:00,1425,1967,Actual
Henry Street at Butlers,16/01/2014 12:00:00,1804,2288,Actual
Henry Street at Butlers,16/01/2014 13:00:00,2639,2862,Actual
Henry Street at Butlers,16/01/2014 14:00:00,2166,2191,Actual
Henry Street at Butlers,16/01/2014 15:00:00,2296,2370,Actual
Henry Street at Butlers,16/01/2014 16:00:00,2335,2392,Actual
Henry Street at Butlers,16/01/2014 17:00:00,2233,2293,Actual
Henry Street at Butlers,16/01/2014 18:00:00,2068,1940,Actual
Henry Street at Butlers,16/01/2014 19:00:00,1519,1167,Actual
Henry Street at Butlers,16/01/2014 20:00:00,1168,569,Actual
Henry Street at Butlers,16/01/2014 21:00:00,535,305,Actual
Henry Street at Butlers,16/01/2014 22:00:00,71,77,Actual
Henry Street at Butlers,16/01/2014 23:00:00,74,88,Actual
South William St,16/01/2014 00:00:00,104,178,Actual
South William St,16/01/2014 01:00:00,88,70,Actual
South William St,16/01/2014 02:00:00,138,40,Actual
South William St,16/01/2014 03:00:00,207,44,Actual
South William St,16/01/2014 04:00:00,1,1,Actual
South William St,16/01/2014 05:00:00,7,5,Actual
South William St,16/01/2014 06:00:00,23,39,Actual
South William St,16/01/2014 07:00:00,44,110,Actual
South William St,16/01/2014 08:00:00,82,226,Actual
South William St,16/01/2014 09:00:00,90,200,Actual
South William St,16/01/2014 10:00:00,122,187,Actual
South William St,16/01/2014 11:00:00,168,230,Actual
South William St,16/01/2014 12:00:00,235,313,Actual
South William St,16/01/2014 13:00:00,322,439,Actual
South William St,16/01/2014 14:00:00,247,303,Actual
South William St,16/01/2014 15:00:00,261,316,Actual
South William St,16/01/2014 16:00:00,311,297,Actual
South William St,16/01/2014 17:00:00,355,395,Actual
South William St,16/01/2014 18:00:00,291,405,Actual
South William St,16/01/2014 19:00:00,264,261,Actual
South William St,16/01/2014 20:00:00,247,177,Actual
South William St,16/01/2014 21:00:00,161,110,Actual
South William St,16/01/2014 22:00:00,74,50,Actual
South William St,16/01/2014 23:00:00,52,51,Actual
Dublin BID,17/01/2014 00:00:00,106,143,Actual
Dublin BID,17/01/2014 01:00:00,44,69,Actual
Dublin BID,17/01/2014 02:00:00,25,50,Actual
Dublin BID,17/01/2014 03:00:00,23,42,Actual
Dublin BID,17/01/2014 04:00:00,5,20,Actual
Dublin BID,17/01/2014 05:00:00,31,12,Actual
Dublin BID,17/01/2014 06:00:00,133,47,Actual
Dublin BID,17/01/2014 07:00:00,575,234,Actual
Dublin BID,17/01/2014 08:00:00,742,351,Actual
Dublin BID,17/01/2014 09:00:00,742,433,Actual
Dublin BID,17/01/2014 10:00:00,872,558,Actual
Dublin BID,17/01/2014 11:00:00,1074,705,Actual
Dublin BID,17/01/2014 12:00:00,1168,737,Actual
Dublin BID,17/01/2014 13:00:00,1374,900,Actual
Dublin BID,17/01/2014 14:00:00,1461,898,Actual
Dublin BID,17/01/2014 15:00:00,1470,960,Actual
Dublin BID,17/01/2014 16:00:00,1524,923,Actual
Dublin BID,17/01/2014 17:00:00,1651,961,Actual
Dublin BID,17/01/2014 18:00:00,1892,985,Actual
Dublin BID,17/01/2014 19:00:00,1191,611,Actual
Dublin BID,17/01/2014 20:00:00,706,452,Actual
Dublin BID,17/01/2014 21:00:00,579,395,Actual
Dublin BID,17/01/2014 22:00:00,570,342,Actual
Dublin BID,17/01/2014 23:00:00,481,335,Actual
South King St,17/01/2014 00:00:00,102,59,Actual
South King St,17/01/2014 01:00:00,44,35,Actual
South King St,17/01/2014 02:00:00,35,17,Actual
South King St,17/01/2014 03:00:00,26,41,Actual
South King St,17/01/2014 04:00:00,6,9,Actual
South King St,17/01/2014 05:00:00,26,21,Actual
South King St,17/01/2014 06:00:00,79,63,Actual
South King St,17/01/2014 07:00:00,282,203,Actual
South King St,17/01/2014 08:00:00,610,625,Actual
South King St,17/01/2014 09:00:00,407,526,Actual
South King St,17/01/2014 10:00:00,419,424,Actual
South King St,17/01/2014 11:00:00,578,554,Actual
South King St,17/01/2014 12:00:00,880,1087,Actual
South King St,17/01/2014 13:00:00,1369,1288,Actual
South King St,17/01/2014 14:00:00,1003,937,Actual
South King St,17/01/2014 15:00:00,976,901,Actual
South King St,17/01/2014 16:00:00,981,1058,Actual
South King St,17/01/2014 17:00:00,1321,1493,Actual
South King St,17/01/2014 18:00:00,1222,1174,Actual
South King St,17/01/2014 19:00:00,687,676,Actual
South King St,17/01/2014 20:00:00,462,579,Actual
South King St,17/01/2014 21:00:00,370,792,Actual
South King St,17/01/2014 22:00:00,349,428,Actual
South King St,17/01/2014 23:00:00,352,391,Actual
South Great Georges,17/01/2014 00:00:00,185,162,Actual
South Great Georges,17/01/2014 01:00:00,155,106,Actual
South Great Georges,17/01/2014 02:00:00,47,79,Actual
South Great Georges,17/01/2014 03:00:00,56,46,Actual
South Great Georges,17/01/2014 04:00:00,14,20,Actual
South Great Georges,17/01/2014 05:00:00,15,23,Actual
South Great Georges,17/01/2014 06:00:00,39,45,Actual
South Great Georges,17/01/2014 07:00:00,88,192,Actual
South Great Georges,17/01/2014 08:00:00,295,485,Actual
South Great Georges,17/01/2014 09:00:00,302,393,Actual
South Great Georges,17/01/2014 10:00:00,306,330,Actual
South Great Georges,17/01/2014 11:00:00,406,440,Actual
South Great Georges,17/01/2014 12:00:00,636,594,Actual
South Great Georges,17/01/2014 13:00:00,713,856,Actual
South Great Georges,17/01/2014 14:00:00,643,643,Actual
South Great Georges,17/01/2014 15:00:00,585,666,Actual
South Great Georges,17/01/2014 16:00:00,725,679,Actual
South Great Georges,17/01/2014 17:00:00,816,797,Actual
South Great Georges,17/01/2014 18:00:00,547,761,Actual
South Great Georges,17/01/2014 19:00:00,533,756,Actual
South Great Georges,17/01/2014 20:00:00,510,792,Actual
South Great Georges,17/01/2014 21:00:00,485,671,Actual
South Great Georges,17/01/2014 22:00:00,372,560,Actual
South Great Georges,17/01/2014 23:00:00,312,682,Actual
Talbot St,17/01/2014 00:00:00,31,59,Actual
Talbot St,17/01/2014 01:00:00,15,41,Actual
Talbot St,17/01/2014 02:00:00,8,15,Actual
Talbot St,17/01/2014 03:00:00,6,32,Actual
Talbot St,17/01/2014 04:00:00,3,13,Actual
Talbot St,17/01/2014 05:00:00,21,14,Actual
Talbot St,17/01/2014 06:00:00,165,99,Actual
Talbot St,17/01/2014 07:00:00,626,365,Actual
Talbot St,17/01/2014 08:00:00,898,494,Actual
Talbot St,17/01/2014 09:00:00,410,359,Actual
Talbot St,17/01/2014 10:00:00,438,370,Actual
Talbot St,17/01/2014 11:00:00,465,453,Actual
Talbot St,17/01/2014 12:00:00,484,755,Actual
Talbot St,17/01/2014 13:00:00,758,989,Actual
Talbot St,17/01/2014 14:00:00,651,741,Actual
Talbot St,17/01/2014 15:00:00,484,794,Actual
Talbot St,17/01/2014 16:00:00,646,958,Actual
Talbot St,17/01/2014 17:00:00,1351,1299,Actual
Talbot St,17/01/2014 18:00:00,951,1145,Actual
Talbot St,17/01/2014 19:00:00,770,916,Actual
Talbot St,17/01/2014 20:00:00,679,671,Actual
Talbot St,17/01/2014 21:00:00,426,488,Actual
Talbot St,17/01/2014 22:00:00,126,256,Actual
Talbot St,17/01/2014 23:00:00,87,168,Actual
Mary St,17/01/2014 00:00:00,39,58,Actual
Mary St,17/01/2014 01:00:00,11,32,Actual
Mary St,17/01/2014 02:00:00,12,6,Actual
Mary St,17/01/2014 03:00:00,18,5,Actual
Mary St,17/01/2014 04:00:00,16,9,Actual
Mary St,17/01/2014 05:00:00,31,21,Actual
Mary St,17/01/2014 06:00:00,68,45,Actual
Mary St,17/01/2014 07:00:00,137,157,Actual
Mary St,17/01/2014 08:00:00,407,233,Actual
Mary St,17/01/2014 09:00:00,549,442,Actual
Mary St,17/01/2014 10:00:00,866,646,Actual
Mary St,17/01/2014 11:00:00,1166,978,Actual
Mary St,17/01/2014 12:00:00,1362,1155,Actual
Mary St,17/01/2014 13:00:00,1887,1750,Actual
Mary St,17/01/2014 14:00:00,1462,1349,Actual
Mary St,17/01/2014 15:00:00,1664,1632,Actual
Mary St,17/01/2014 16:00:00,1565,1511,Actual
Mary St,17/01/2014 17:00:00,1594,1561,Actual
Mary St,17/01/2014 18:00:00,1415,1118,Actual
Mary St,17/01/2014 19:00:00,885,687,Actual
Mary St,17/01/2014 20:00:00,386,291,Actual
Mary St,17/01/2014 21:00:00,219,160,Actual
Mary St,17/01/2014 22:00:00,143,123,Actual
Mary St,17/01/2014 23:00:00,111,117,Actual
Moore St,17/01/2014 00:00:00,27,45,Actual
Moore St,17/01/2014 01:00:00,35,33,Actual
Moore St,17/01/2014 02:00:00,14,27,Actual
Moore St,17/01/2014 03:00:00,36,28,Actual
Moore St,17/01/2014 04:00:00,51,47,Actual
Moore St,17/01/2014 05:00:00,200,53,Actual
Moore St,17/01/2014 06:00:00,216,63,Actual
Moore St,17/01/2014 07:00:00,219,103,Actual
Moore St,17/01/2014 08:00:00,219,190,Actual
Moore St,17/01/2014 09:00:00,294,264,Actual
Moore St,17/01/2014 10:00:00,422,444,Actual
Moore St,17/01/2014 11:00:00,581,642,Actual
Moore St,17/01/2014 12:00:00,716,918,Actual
Moore St,17/01/2014 13:00:00,915,1127,Actual
Moore St,17/01/2014 14:00:00,895,1104,Actual
Moore St,17/01/2014 15:00:00,893,1099,Actual
Moore St,17/01/2014 16:00:00,904,1104,Actual
Moore St,17/01/2014 17:00:00,809,1077,Actual
Moore St,17/01/2014 18:00:00,588,793,Actual
Moore St,17/01/2014 19:00:00,401,492,Actual
Moore St,17/01/2014 20:00:00,236,391,Actual
Moore St,17/01/2014 21:00:00,147,222,Actual
Moore St,17/01/2014 22:00:00,120,121,Actual
Moore St,17/01/2014 23:00:00,149,111,Actual
Capel St at Mullen,17/01/2014 00:00:00,27,33,Actual
Capel St at Mullen,17/01/2014 01:00:00,11,16,Actual
Capel St at Mullen,17/01/2014 02:00:00,3,15,Actual
Capel St at Mullen,17/01/2014 03:00:00,4,13,Actual
Capel St at Mullen,17/01/2014 04:00:00,1,10,Actual
Capel St at Mullen,17/01/2014 05:00:00,14,5,Actual
Capel St at Mullen,17/01/2014 06:00:00,13,13,Actual
Capel St at Mullen,17/01/2014 07:00:00,58,41,Actual
Capel St at Mullen,17/01/2014 08:00:00,111,88,Actual
Capel St at Mullen,17/01/2014 09:00:00,141,155,Actual
Capel St at Mullen,17/01/2014 10:00:00,184,187,Actual
Capel St at Mullen,17/01/2014 11:00:00,250,272,Actual
Capel St at Mullen,17/01/2014 12:00:00,340,334,Actual
Capel St at Mullen,17/01/2014 13:00:00,394,422,Actual
Capel St at Mullen,17/01/2014 14:00:00,363,346,Actual
Capel St at Mullen,17/01/2014 15:00:00,339,332,Actual
Capel St at Mullen,17/01/2014 16:00:00,335,317,Actual
Capel St at Mullen,17/01/2014 17:00:00,253,283,Actual
Capel St at Mullen,17/01/2014 18:00:00,239,235,Actual
Capel St at Mullen,17/01/2014 19:00:00,175,173,Actual
Capel St at Mullen,17/01/2014 20:00:00,155,179,Actual
Capel St at Mullen,17/01/2014 21:00:00,122,126,Actual
Capel St at Mullen,17/01/2014 22:00:00,87,88,Actual
Capel St at Mullen,17/01/2014 23:00:00,121,60,Actual
Dame Court,17/01/2014 00:00:00,67,92,Actual
Dame Court,17/01/2014 01:00:00,57,79,Actual
Dame Court,17/01/2014 02:00:00,111,105,Actual
Dame Court,17/01/2014 03:00:00,189,163,Actual
Dame Court,17/01/2014 04:00:00,8,11,Actual
Dame Court,17/01/2014 05:00:00,12,12,Actual
Dame Court,17/01/2014 06:00:00,35,20,Actual
Dame Court,17/01/2014 07:00:00,63,37,Actual
Dame Court,17/01/2014 08:00:00,151,96,Actual
Dame Court,17/01/2014 09:00:00,136,119,Actual
Dame Court,17/01/2014 10:00:00,94,106,Actual
Dame Court,17/01/2014 11:00:00,176,181,Actual
Dame Court,17/01/2014 12:00:00,173,190,Actual
Dame Court,17/01/2014 13:00:00,264,341,Actual
Dame Court,17/01/2014 14:00:00,177,221,Actual
Dame Court,17/01/2014 15:00:00,152,235,Actual
Dame Court,17/01/2014 16:00:00,157,217,Actual
Dame Court,17/01/2014 17:00:00,239,320,Actual
Dame Court,17/01/2014 18:00:00,251,276,Actual
Dame Court,17/01/2014 19:00:00,184,223,Actual
Dame Court,17/01/2014 20:00:00,203,268,Actual
Dame Court,17/01/2014 21:00:00,158,201,Actual
Dame Court,17/01/2014 22:00:00,230,271,Actual
Dame Court,17/01/2014 23:00:00,243,290,Actual
Grafton St at Card Gallery,17/01/2014 00:00:00,280,423,Actual
Grafton St at Card Gallery,17/01/2014 01:00:00,170,227,Actual
Grafton St at Card Gallery,17/01/2014 02:00:00,201,202,Actual
Grafton St at Card Gallery,17/01/2014 03:00:00,408,217,Actual
Grafton St at Card Gallery,17/01/2014 04:00:00,226,111,Actual
Grafton St at Card Gallery,17/01/2014 05:00:00,85,113,Actual
Grafton St at Card Gallery,17/01/2014 06:00:00,195,355,Actual
Grafton St at Card Gallery,17/01/2014 07:00:00,550,1391,Actual
Grafton St at Card Gallery,17/01/2014 08:00:00,1377,2381,Actual
Grafton St at Card Gallery,17/01/2014 09:00:00,1316,1581,Actual
Grafton St at Card Gallery,17/01/2014 10:00:00,1484,1501,Actual
Grafton St at Card Gallery,17/01/2014 11:00:00,2040,2096,Actual
Grafton St at Card Gallery,17/01/2014 12:00:00,3106,2867,Actual
Grafton St at Card Gallery,17/01/2014 13:00:00,3418,3323,Actual
Grafton St at Card Gallery,17/01/2014 14:00:00,3070,2903,Actual
Grafton St at Card Gallery,17/01/2014 15:00:00,3020,2876,Actual
Grafton St at Card Gallery,17/01/2014 16:00:00,3325,3014,Actual
Grafton St at Card Gallery,17/01/2014 17:00:00,4845,3838,Actual
Grafton St at Card Gallery,17/01/2014 18:00:00,3933,3107,Actual
Grafton St at Card Gallery,17/01/2014 19:00:00,2830,2036,Actual
Grafton St at Card Gallery,17/01/2014 20:00:00,1770,1659,Actual
Grafton St at Card Gallery,17/01/2014 21:00:00,1530,1307,Actual
Grafton St at Card Gallery,17/01/2014 22:00:00,1070,1379,Actual
Grafton St at Card Gallery,17/01/2014 23:00:00,1164,1322,Actual
Grafton St at M&S,17/01/2014 00:00:00,321,373,Actual
Grafton St at M&S,17/01/2014 01:00:00,195,196,Actual
Grafton St at M&S,17/01/2014 02:00:00,259,161,Actual
Grafton St at M&S,17/01/2014 03:00:00,397,206,Actual
Grafton St at M&S,17/01/2014 04:00:00,202,85,Actual
Grafton St at M&S,17/01/2014 05:00:00,100,105,Actual
Grafton St at M&S,17/01/2014 06:00:00,173,361,Actual
Grafton St at M&S,17/01/2014 07:00:00,475,1165,Actual
Grafton St at M&S,17/01/2014 08:00:00,940,1727,Actual
Grafton St at M&S,17/01/2014 09:00:00,1132,1505,Actual
Grafton St at M&S,17/01/2014 10:00:00,1414,1620,Actual
Grafton St at M&S,17/01/2014 11:00:00,2021,2176,Actual
Grafton St at M&S,17/01/2014 12:00:00,3247,3036,Actual
Grafton St at M&S,17/01/2014 13:00:00,3760,3702,Actual
Grafton St at M&S,17/01/2014 14:00:00,3336,3103,Actual
Grafton St at M&S,17/01/2014 15:00:00,3123,2923,Actual
Grafton St at M&S,17/01/2014 16:00:00,3579,3182,Actual
Grafton St at M&S,17/01/2014 17:00:00,4466,3499,Actual
Grafton St at M&S,17/01/2014 18:00:00,3508,2723,Actual
Grafton St at M&S,17/01/2014 19:00:00,2202,1694,Actual
Grafton St at M&S,17/01/2014 20:00:00,1510,1207,Actual
Grafton St at M&S,17/01/2014 21:00:00,1175,1032,Actual
Grafton St at M&S,17/01/2014 22:00:00,959,1088,Actual
Grafton St at M&S,17/01/2014 23:00:00,1096,1042,Actual
O'Connell Street at Easons,17/01/2014 00:00:00,93,240,Actual
O'Connell Street at Easons,17/01/2014 01:00:00,66,149,Actual
O'Connell Street at Easons,17/01/2014 02:00:00,46,129,Actual
O'Connell Street at Easons,17/01/2014 03:00:00,56,182,Actual
O'Connell Street at Easons,17/01/2014 04:00:00,17,66,Actual
O'Connell Street at Easons,17/01/2014 05:00:00,60,44,Actual
O'Connell Street at Easons,17/01/2014 06:00:00,210,107,Actual
O'Connell Street at Easons,17/01/2014 07:00:00,431,391,Actual
O'Connell Street at Easons,17/01/2014 08:00:00,629,658,Actual
O'Connell Street at Easons,17/01/2014 09:00:00,622,734,Actual
O'Connell Street at Easons,17/01/2014 10:00:00,858,996,Actual
O'Connell Street at Easons,17/01/2014 11:00:00,1005,1150,Actual
O'Connell Street at Easons,17/01/2014 12:00:00,1292,1433,Actual
O'Connell Street at Easons,17/01/2014 13:00:00,1541,1768,Actual
O'Connell Street at Easons,17/01/2014 14:00:00,1496,1663,Actual
O'Connell Street at Easons,17/01/2014 15:00:00,1598,1747,Actual
O'Connell Street at Easons,17/01/2014 16:00:00,1702,1922,Actual
O'Connell Street at Easons,17/01/2014 17:00:00,1882,1860,Actual
O'Connell Street at Easons,17/01/2014 18:00:00,1439,1586,Actual
O'Connell Street at Easons,17/01/2014 19:00:00,1128,1150,Actual
O'Connell Street at Easons,17/01/2014 20:00:00,916,993,Actual
O'Connell Street at Easons,17/01/2014 21:00:00,571,892,Actual
O'Connell Street at Easons,17/01/2014 22:00:00,632,744,Actual
O'Connell Street at Easons,17/01/2014 23:00:00,455,677,Actual
Henry Street at Butlers,17/01/2014 00:00:00,60,39,Actual
Henry Street at Butlers,17/01/2014 01:00:00,42,11,Actual
Henry Street at Butlers,17/01/2014 02:00:00,18,21,Actual
Henry Street at Butlers,17/01/2014 03:00:00,42,27,Actual
Henry Street at Butlers,17/01/2014 04:00:00,45,42,Actual
Henry Street at Butlers,17/01/2014 05:00:00,69,44,Actual
Henry Street at Butlers,17/01/2014 06:00:00,121,127,Actual
Henry Street at Butlers,17/01/2014 07:00:00,212,390,Actual
Henry Street at Butlers,17/01/2014 08:00:00,401,872,Actual
Henry Street at Butlers,17/01/2014 09:00:00,623,1499,Actual
Henry Street at Butlers,17/01/2014 10:00:00,1308,2360,Actual
Henry Street at Butlers,17/01/2014 11:00:00,1471,2103,Actual
Henry Street at Butlers,17/01/2014 12:00:00,1982,2461,Actual
Henry Street at Butlers,17/01/2014 13:00:00,2369,2741,Actual
Henry Street at Butlers,17/01/2014 14:00:00,2369,2582,Actual
Henry Street at Butlers,17/01/2014 15:00:00,2384,2567,Actual
Henry Street at Butlers,17/01/2014 16:00:00,2600,2452,Actual
Henry Street at Butlers,17/01/2014 17:00:00,2545,2358,Actual
Henry Street at Butlers,17/01/2014 18:00:00,2186,1734,Actual
Henry Street at Butlers,17/01/2014 19:00:00,1527,1020,Actual
Henry Street at Butlers,17/01/2014 20:00:00,748,556,Actual
Henry Street at Butlers,17/01/2014 21:00:00,365,377,Actual
Henry Street at Butlers,17/01/2014 22:00:00,245,251,Actual
Henry Street at Butlers,17/01/2014 23:00:00,166,142,Actual
South William St,17/01/2014 00:00:00,39,53,Actual
South William St,17/01/2014 01:00:00,35,26,Actual
South William St,17/01/2014 02:00:00,51,13,Actual
South William St,17/01/2014 03:00:00,26,14,Actual
South William St,17/01/2014 04:00:00,6,7,Actual
South William St,17/01/2014 05:00:00,5,5,Actual
South William St,17/01/2014 06:00:00,16,37,Actual
